id_firma,firma,judet,localitate,cui
673,ASENA SRL,CLUJ,Floresti,13711692
674,ASSET RECOVERY IPURL,CLUJ,Cluj Napoca,
676,ATEX COMPUTER SRL,CLUJ,Cluj Napoca,2885022
677,AUTHENTIC SPIRIT SRL,CLUJ,Cluj Napoca,16884795
678,AUTOWORLD SRL,CLUJ,Cluj-Napoca,225615
652,WOLF THEISS ROMANIA,BUCURESTI,Sector 1,
654,(YARDI) PROPERTY SHARK SRL,CLUJ,Cluj Napoca,
655,2 CONNECT ROMANIA SRL,CLUJ,Cluj Napoca,15598248
657,A6 IMPEX SA,CLUJ,Dej,21381692
658,ACCESA IT CONSULTING SRL,CLUJ,Cluj Napoca,16347848
661,ADALGO MIRUS SRL,CLUJ,Cluj Napoca,
662,ADVANTAGE AUSTRIA,CLUJ,Cluj Napoca,
663,AEGON PENSII,CLUJ,Floresti,
637,VOGUE SRL,BUCURESTI,Sector 5,
640,WABAG WATER SERVICES SRL,BUCURESTI,Sector 2,
642,WAREHOUSES DE PAUW ROMANIA SRL,BUCURESTI,Sector 1,21664036
643,WAVEMAKER ROMANIA,BUCURESTI,Sector 1,13172415
646,WHIRLPOOL ROMANIA,BUCURESTI,Sector 2,
647,WHITE MOUNTAIN PROPERTY,BUCURESTI,Sector 5,
648,WIENERBERGER SRL,BUCURESTI,Sector 1,10941727
651,WISE FINANCE SOLUTIONS,BUCURESTI,Sector 4,26147138
628,VGP PARK TIMISOARA,BUCURESTI,Sector 1,45345433
629,VIATRIS ROMANIA,BUCURESTI,Sector 2,
630,VIMETCO TRADING,BUCURESTI,Sector 4,24018730
631,VINCI ENERGIES ROMANIA,BUCURESTI,Sector 1,
633,VISTRA PROFESSIONAL SERVICES SRL,BUCURESTI,Sector 3,22028495
634,VITAL AIRE ROMANIA,BUCURESTI,Sector 2,
635,VITALIS CONSULTING,BUCURESTI,Sector 1,18680678
636,VODAFONE ROMANIA SA,BUCURESTI,Sector 2,8971726
709,CENTRUL REVIEW,CLUJ,Cluj Napoca,
710,CH INDUSTRIAL PROD SRL,CLUJ,Gherla,29228059
712,CHIMSPORT SA,CLUJ,Cluj Napoca,
713,CMC GRUP BROKER DE ASIGURARE SRL,CLUJ,Cluj Napoca,
714,COMINEX NEMETALIFERE,CLUJ,Cluj Napoca,7636634
716,COMPEXIT TRADING SRL,CLUJ,Cluj-Napoca,8008913
718,CONSILIUL JUDETEAN CLUJ,CLUJ,Cluj Napoca,
719,CONTACT EAST SRL,CLUJ,Cluj Napoca,
701,CENTRU MEDICAL MEDSAN,CLUJ,Cluj Napoca,
702,CENTRUL AGRO TRANSILVANIA,CLUJ,Dezmir,16369218
703,CENTRUL DE EXCELENTA MEDESTET,CLUJ,Cluj Napoca,29829334
704,CENTRUL MEDICAL MIMED,CLUJ,Floresti,
705,CENTRUL MEDICAL NAPOMEDICA,CLUJ,Gherla,
706,CENTRUL MEDICAL NOVOENGRAMA,CLUJ,Cluj Napoca,
707,CENTRUL MEDICAL TRANSILVANIA SRL,CLUJ,Cluj Napoca,26599613
708,CENTRUL MEDICO CHIRURGICAL INTERSERVISAN SRL,CLUJ,Cluj Napoca,2880513
689,BOMBARDIER TRANSPORTATION SHARED,CLUJ,Cluj Napoca,
692,BRAVINVEST SRL,CLUJ,Cluj Napoca,22577310
693,CARBOCHIM SA,CLUJ,Cluj Napoca,201535
694,CARDIOMED SRL,CLUJ,Cluj Napoca,23666661
695,CARMIC IMPEX SRL,CLUJ,Cluj Napoca,6839002
