id_firma,firma,judet,localitate,cui
2237,VALEA IZVOARELOR SENIOR LIVING SRL,MURES,Targu Mures,45343645
2238,VALENTIN ELECTRO SRL,MURES,Reghin,8886388
1651,EUROPIGLETS BAND SRL,MURES,Band,29005740
1653,EUROPTICA SRL,MURES,Targu Mures,23739780
1656,EVENTUS COM CONSTRUCT SRL,MURES,Targu Mures,33634918
1659,EXCALIBUR SRL,MURES,Ernei,23662635
1660,EXCELO MILK SRL,MURES,Reghin,13958065
1665,F & G ECO SRL,MURES,Targu Mures,24694953
1625,ELEKTROMODUL ROMANIA SRL,MURES,Cristesti,48619304
1626,ELEN WU SRL,MURES,Targu Mures,30210284
1627,ELIXON IMPEX SRL,MURES,Sovata,
1630,ELSZ COM SRL,MURES,Sangeorgiu De Mures,15981099
1631,EMY SPECIAL TRANSPORTS SRL,MURES,Targu Mures,47266166
1638,ENERGY TUBE SRL,MURES,Reghin,47449457
1642,ERIVAN IMPEX SRL,MURES,Nades,4619272
1650,EUROMINERVA SRL,MURES,Targu Mures,16256090
1594,DORA LIA UNIVERSAL COM SRL,MURES,Targu Mures,7417103
1597,DRAGOSILOS TRANS SRL,MURES,Chinari,32332229
1599,DRUMURI SI PODURI MURES SRL,MURES,Targu Mures,1213309
1610,ECOHELP SRL,MURES,Targu Mures,25864479
1612,ECOOL LUB TRADING & SERVICE SRL,MURES,Targu Mures,17459742
1618,ELAN DEPO KER SRL,MURES,Fantanele,22989478
1619,ELAN FRUIT SRL,MURES,Sangeorgiu De Mures,36566869
1621,ELDI SMART DISTRIBUTION SRL,MURES,Targu Mures,46323689
1579,DENCAR GAL SRL,MURES,Targu Mures,34016516
1581,DEPALMUR SRL,MURES,Reghin,27050469
1584,DIADRAG SRL,MURES,Iernut,
1585,DIALIN AGA SRL,MURES,Breaza,35137583
1587,DIANA TRUCK & TRAVEL SRL,MURES,Targu Mures,28226734
1588,DIEGO MS SRL,MURES,Targu Mures,18741902
1591,DODOGLASS PLAST SRL,MURES,Jabenita,40009653
1593,DONNA DORIANA SRL,MURES,Tarnaveni,15920709
1726,GLOBAL LICENCE SRL,MURES,Valenii De Mures,31017460
1732,GREEN TRUFFLES SRL,MURES,Vanatori,35935550
1734,GRIMAVAS IMPEX SRL,MURES,Mestera,15524704
1736,GSD MOTION SRL,MURES,Gaiesti,41865085
1739,HAPPY FAMILY LIFE SRL,MURES,Petelea,34882431
1741,HARMON LABOUR SRL,MURES,Targu Mures,23242488
1710,GALEX GENCOM SRL,MURES,Livezeni,4375305
1711,GANADOS SALAGEAN SRL,MURES,Sancraiu De Mures,36455020
1714,GDIM RAPID SRL,MURES,Livezeni,37770718
1715,GECODENT SRL,MURES,Reghin,17275421
1720,GEOLUC CONSTRUCT SRL,MURES,Zau De Campie,34010238
1721,GEPO GAS SRL,MURES,Targu Mures,34477510
1722,GIGANTI OIL SRL,MURES,Sighisoara,29545650
1681,FENYES SRL,MURES,Eremitu,17748465
1685,FILUX SRL,MURES,Reghin,18612592
1689,FLEXI PRO SRL,MURES,Sangeorgiu De Mures,25188580
1690,FLM CONSTRUCT MURES SRL,MURES,Targu Mures,47423112
1704,FORCE SERV SRL,MURES,Sangeorgiu De Mures,49391980
