id_firma,firma,judet,localitate,cui
91,TELCAVI SPECIAL CONNECTORS SRL,BACAU,Margineni,
92,TELESYSTEM SRL,BACAU,Bacau,22460883
94,TKM OIL GROUP SRL,BACAU,Letea Veche,31208100
95,TOBACCO LAND SRL,BACAU,Onesti,44147241
96,TROTUSTEX SRL,BACAU,Targu Trotus,24498175
97,UMB TRADING CO. SRL,BACAU,Podu Turcului,46266605
72,REDO GROUP SRL,BACAU,Bacau,13354433
74,RHINO WORK SRL,BACAU,Bacau,18360762
77,ROMFOREST SERV SRL,BACAU,Comanesti,
79,SA & PE CONSTRUCT SRL,BACAU,Bacau,31994414
80,SALBAC SA,BACAU,Bacau,18774861
82,SALOFARM SRL,BACAU,Bacau,952877
84,SERBAN DISTRIBUTIE SRL,BACAU,Sascut,18096106
88,STEFAN LUCIAN IMPEX SRL,BACAU,Onesti,5580588
59,MAXIMA PROFIL NORD SRL,BACAU,Barati,30535189
62,MOTRIS COMPANY SRL,BACAU,Bacau,18672047
64,NICBAC PROD SRL,BACAU,Nicolae Balcescu,9817750
65,NITRAMONIA BC SRL,BACAU,Bacau,970849
66,OMP SRL,BACAU,Bacau,14445963
67,PAMBAC SA,BACAU,Bacau,950264
69,PARTENER SRL,BACAU,Bacau,
70,PESCADO GRUP SRL,BACAU,Buhusi,
145,VULTURI SRL,BOTOSANI,Corni,17782459
146,ABILITY TRADE SRL,BRAILA,Braila,7292131
147,AGRICOST SA,BRAILA,Braila,
148,APAN AGRICULTURE EQUIPMENTS SRL,BRAILA,Braila,17540498
152,AVIMI SERV SRL,BRAILA,Braila,18431715
153,BLUE PROJECTS INDUSTRIES SRL,BRAILA,Braila,36769804
154,BONA AVIS SRL,BRAILA,Ianca,
157,CHIMAGRI DISTRIBUTION SRL,BRAILA,Chiscani,32644506
132,PRODALCOM DISTRIBUTION SRL,BOTOSANI,Botosani,25189470
134,SABCO S SRL,BOTOSANI,Dorohoi,17124453
137,SANCOS SRL,BOTOSANI,Concesti,3503155
138,SIMI IMPEX SRL,BOTOSANI,Dorohoi,6897461
140,SOYBEAN AND MAYS PROD COOPERATIVA AGRICOLA,BOTOSANI,Broscauti,39566260
141,SPICUL 2 SRL,BOTOSANI,Dorohoi,622194
144,VICOL GENERATION BUSINESS ROMANIA SRL,BOTOSANI,Rachiti,37295920
119,GRUPUL DE DISTRIBUTIE ETA SRL,BOTOSANI,Botosani,12273950
120,IRINIK SRL,BOTOSANI,Botosani,15743577
121,JETOIL DOWNSTREAM SRL,BOTOSANI,Leorda,25119245
123,LIV AGRO GRUP SRL,BOTOSANI,Dorohoi,
124,MEAT TEAM QUALITY SRL,BOTOSANI,Botosani,33778980
125,MIRA COM SRL,BOTOSANI,Dorohoi,
128,NOVA APASERV SA,BOTOSANI,Botosani,26161230
131,PROAGRO SRL,BOTOSANI,Dorohoi,622674
108,CORNELL S FLOOR SRL,BOTOSANI,Roma,24616580
109,DADYCOM SRL,BOTOSANI,Rosiori,17876910
110,DOLY COM DISTRIBUTIE SRL,BOTOSANI,Botosani,34495770
111,ELECTRO ALFA CM SRL,BOTOSANI,Botosani,17005541
112,ELECTRO ALFA INTERNATIONAL SRL,BOTOSANI,Botosani,7348194
