id_firma,firma,judet,localitate,cui
1708,FTS MEUBLE SRL,MURES,Reghin,26070298
1709,GAL OCTA INVEST SRL,MURES,Sighisoara,10249638
1669,FAREL DSL SRL,MURES,Targu Mures,39990280
1671,FARIBO PRODCOM SRL,MURES,Trei Sate,7130520
1673,FARMACEUTICA B & B SRL,MURES,Targu Mures,1199000
1675,FARMACIA OMNIA SRL,MURES,Sarmasu,
1676,FARMACIA PRIMULA SRL,MURES,Targu Mures,1221433
1679,FAST WAY AUTO SRL,MURES,Targu Mures,32641640
1804,KATIBI SYSTEM SRL,MURES,Sancraiu De Mures,18085263
1805,KEN DRY FOOD TRADING SRL,MURES,Targu Mures,34727098
1809,KIM INDUSTRIES CONSULTING SRL,MURES,Livezeni,37479175
1816,KRAUSS KLINIK SRL,MURES,Targu Mures,23536807
1819,KRONER CONSTRUCT SRL,MURES,Reghin,21185823
1820,KRONOS LIFE CONSTRUCT SRL,MURES,Targu Mures,23569472
1821,KUKURI SRL,MURES,Targu Mures,13605624
1790,IONE & CRIS SRL,MURES,Reghin,18951610
1792,ISTRATE SERVPROD SRL,MURES,Saulia,5076310
1793,ISTY & LEVY SRL,MURES,Band,24178103
1794,IVM IANAREX SRL,MURES,Batos,31464108
1795,IZOPROD M.S. SRL,MURES,Targu Mures,1219905
1799,KACSO TRANS SRL,MURES,Cristesti,17377723
1762,IBANESTI PADURE PROD SRL,MURES,Ibanesti Padure,6064542
1763,IDEAL FOODPACK SRL,MURES,Reghin,17019245
1764,IDEVICE STORE & SERVICE SRL,MURES,Targu Mures,42678549
1767,IMGP STAHLBAU SRL,MURES,Santana De Mures,43412617
1768,IMPREXIS BUILDING SRL,MURES,Targu Mures,40229730
1774,INFMED SRL,MURES,Targu Mures,10199106
1786,INTERNATIONAL TRANSPORT AUTO SA,MURES,Targu Mures,1221719
1746,HELLIOS COM SRL,MURES,Livezeni,1199190
1750,HIDROSALT CONSULTING LTD SRL,MURES,Reghin,38291969
1758,HORADE DIESEL SRL,MURES,Targu Mures,36154574
1759,HORN FOREST SRL,MURES,Bradetelu,15248927
1760,HUNI & SZIDI SRL,MURES,Eremitu,17492056
1893,MGC INSTAL CONSTRUCT SRL,MURES,Tarnaveni,19299613
1894,MIAGRO SRL,MURES,Batos,18188463
1900,MIREL COM SRL,MURES,Reghin,8536161
1903,MOBCOMAND SRL,MURES,Saes,17316670
1860,MAREX TRANS SRL,MURES,Ceuasu De Campie,23131587
1861,MARI GO OCTA 2014 SRL,MURES,Vanatori,33095767
1865,MARKID TRANS SRL,MURES,Tarnaveni,25837199
1883,MEDEX VITAL SERV SRL,MURES,Sangeorgiu De Mures,38192027
1887,MEDMURES SRL,MURES,Santana De Mures,18594151
1892,METAREG COM SRL,MURES,Reghin,5093728
1844,MACO CONSTRUCT SRL,MURES,Targu Mures,23861212
1848,MAGNETIC POWER SRL,MURES,Targu Mures,41665150
1851,MALU INDUSTRY SRL,MURES,Cristesti,18538615
1852,MAMMA MOOD CATERING SRL,MURES,Targu Mures,37749562
1858,MARA IMPEX SRL,MURES,Deda,
1822,LA NUOVA SARTORIA SRL,MURES,Sighisoara,27754480
1830,LELAND PIZZA SRL,MURES,Reghin,37141858
