id_firma,firma,judet,localitate,cui
2491,TIXYROM DISTRIBUTION SRL,VRANCEA,Campineanca,30882900
2490,TEXDATA SRL,VRANCEA,Focsani,14613331
15,ARELUX SRL,BACAU,Bacau,17057800
16,AROMA RISE SA,BACAU,Onesti,15778958
17,AVANTGARDE SRL,BACAU,Onesti,
18,B.R.T COMPANY GROUP SRL,BACAU,Nicolae Balcescu,
19,BARLETA SRL,BACAU,Bacau,6462610
20,BARLINEK ROMANIA SA,BACAU,Onesti,5444241
2334,YARNEA SRL,NEAMT,Savinesti,13849866
2335,ZOOSAB SRL,NEAMT,Sabaoani,2005136
2336,ASTERI IMPEX SRL,PRAHOVA,Tomsani,18412640
2337,MINCO IMPEX SRL,PRAHOVA,Albesti Muru,5407588
2340,ACET SA,SUCEAVA,Suceava,713519
2341,AGROLINEVOL SRL,SUCEAVA,Volovat,33184953
2342,ALBERTEMMA SRL,SUCEAVA,Paltinoasa,18480050
2345,ALSIM MEAT DISTRIBUTION SRL,SUCEAVA,Dumbraveni,34557805
2325,SIMIAL SRL,NEAMT,Roman,14702196
2326,SUINPROD SA,NEAMT,Roman,2056725
2327,TERMOPLAST SRL,NEAMT,Roman,2003232
2328,TRUST EURO THERM SRL,NEAMT,Garcina,6610440
2329,TRW AIRBAG SYSTEMS SRL,NEAMT,Roman,
2330,ULTRA TOTAL INVEST SRL,NEAMT,Roman,11165829
2331,USEDFUL EUROPE SRL,NEAMT,Piatra Neamt,
2333,VOLTA X SOLAR SYSTEMS SRL,NEAMT,Piatra Neamt,15329177
2312,LANDSTAR CAPITAL SRL,NEAMT,Piatra Neamt,28111092
2313,LOGITRANS SRL,NEAMT,Dumbrava Rosie,
2314,MARALEX COM SRL,NEAMT,Piatra Neamt,8352266
2319,MOLDOCOR SA,NEAMT,Piatra Neamt,2046250
2320,ODLO ROMANIA SRL,NEAMT,Roman,15280138
2321,ONLINESHOP SRL,NEAMT,Piatra Neamt,16306031
2322,PETROUZINEX SRL,NEAMT,Piatra Neamt,10350976
2324,ROMANEL TIMBER SRL,NEAMT,Tarcau,43368635
2300,CIBIBON SRL,NEAMT,Piatra Neamt,11256366
2302,COMPANIA JUDETEANA APA SERV SA,NEAMT,Piatra Neamt,15346437
2305,DINAMIC 92 DISTRIBUTION SRL,NEAMT,Piatra Neamt,2045181
2306,DOLINEX SRL,NEAMT,Piatra Neamt,2045823
2307,ETURIA SRL,NEAMT,Piatra Neamt,22067680
2308,FARMACIA ARDEALUL SRL,NEAMT,Piatra Neamt,3426630
2309,G & T TRANS SRL,NEAMT,Horia,
2311,KOBER SRL,NEAMT,Dumbrava Rosie,2005144
1173,BIO FERMA AGRICOLA SRL,IASI,Iasi,26360267
1175,BRIKSTON CONSTRUCTION SOLUTIONS SA,IASI,Iasi,1989343
1176,BRIO GROUP SRL,IASI,Iasi,18697025
1177,BRIO INVESTMENT CEREALE SRL,IASI,Belcesti,41108353
1178,BSG INVEST OIL SRL,IASI,Chicerea,36319770
1186,CATOANTUD SRL,IASI,Iasi,
1187,CENTRIC IT SOLUTIONS ROMANIA SRL,IASI,Iasi,
1161,ASAM SA,IASI,Iasi,1965018
1162,ATI MOTORS HOLDING SRL,IASI,Uricani,15903511
1163,ATTRIUS DEVELOPMENTS SRL,IASI,Iasi,37160477
