id_firma,firma,judet,localitate,cui
2127,SILCOM TREI SATE SRL,MURES,Trei Sate,1276404
1916,MOUNTAIN VIEW ENGINEERING SRL,MURES,Targu Mures,
1949,NIRVANA EXCOM SRL,MURES,Targu Mures,3839849
1956,NOVAMECANICA SRL,MURES,Sighisoara,10830893
1962,OGNALECRIS SRL,MURES,Miercurea Nirajului,
1996,PETCO SRL,MURES,Sovata,
2001,PIKO COM SRL,MURES,Sovata,
2009,POLI IZO CONSTRUCT SRL,MURES,Ludus,
2021,PRO ELECTRO CASA SRL,MURES,Corunca,16294271
2142,ST GIORGIA SRL,MURES,Targu Mures,33061845
2148,STORE RESTAURANTS SRL,MURES,Ludus,
2177,TEXTILA MURES SCM,MURES,Targu Mures,
2212,TRAFIC TURBO TUR SRL,MURES,Sovata,
1836,LOTUS IMPEX SRL,MURES,Sighisoara,2528739
1837,LUCIANGY SRL,MURES,Reghin,16130929
1842,M CONSULT SRL,MURES,Targu Mures,
1849,MAIA SISTERS TRADE SRL,MURES,Targu Mures,45219516
1850,MAIER COMPLEX SRL,MURES,Acatari,3445712
1854,MANDASZ SRL,MURES,Sovata,
1870,MARVI COM SERVICE SRL,MURES,Chetani,3388005
1871,MATE CONSTRUCT SRL,MURES,Ganesti,
1896,MILK HUB SRL,MURES,Ludus,
1897,MILK HUB TRADING SRL,MURES,Ludus,
1901,MIZOL COM SRL,MURES,Sangeorgiu De Padure,
1902,MNR TRANS SRL,MURES,Targu Mures,17655528
1744,HEBA VIA CONS SRL,MURES,Sovata,
1749,HERMANNS COMPANY PRODIMPEX SRL,MURES,Tarnaveni,8851533
1755,HOLLER PRESTCOM SRL,MURES,Ludus,
1761,IANA PROD SRL,MURES,Iernut,
1787,INTERTRANS DAN SRL,MURES,Reghin,14552862
1789,INVEST ALEX SRL,MURES,Ludus,
1801,KAPUSI IMPEX SRL,MURES,Peris,5076034
1672,FARMA DAN PRES SRL,MURES,Targu Mures,8285841
1678,FARO METAL SRL,MURES,Ghindari,41285193
1682,FERMIERUL MURESEAN COOPERATIVA AGRICOLA,MURES,Bogata,47389266
1718,GENESIS SRL,MURES,Miercurea Nirajului,
1738,H METAL SRL,MURES,Targu Mures,
1740,HAPPY SERV SRL,MURES,Ludus,
1652,EUROPLAST BLOW INJECTION SRL,MURES,Grebenisu De Campie,33757570
1661,EXCONAL SRL,MURES,Delenii,
2221,TRAVEL SRL,MURES,Ghindari,
2245,VASSPETROL TANKER SRL,MURES,Ghindari,43325545
2255,VICTROMAX SRL,MURES,Sovata,
2260,VITAFARM SRL,MURES,Ludus,
2279,XENIA INFO SRL,MURES,Ludus,
1501,CENTRUM MARKET SRL,MURES,Miercurea Nirajului,
1504,CEREALPROD SRL,MURES,Iernut,
1526,COMINPEX C.B. SRL,MURES,Targu Mures,
1533,COMTRANS HUTINA SRL,MURES,Targu Mures,30327820
1543,CONSUMCOOP GANESTI SCC,MURES,Tarnaveni,
