id_firma,firma,judet,localitate,cui
696,CARPAT INSOLV,CLUJ,Cluj Napoca,
697,CARRION EXPEDITION SRL,CLUJ,Cluj Napoca,26243542
700,CENTRU MEDICAL ASTECO,CLUJ,Cluj Napoca,
679,AVI MEAT HOUSE SRL,CLUJ,Floresti,
680,AX PERPETUUM IMPEX SRL,CLUJ,Cluj-Napoca,6818298
681,AXA DOI SRL,CLUJ,Cluj Napoca,12096743
683,BANCA TRANSILVANIA,CLUJ,Cluj Napoca,5022670
685,BLACOS SRL,CLUJ,Cluj-Napoca,19746592
686,BLADE SOLUTION SRL,CLUJ,Cluj Napoca,24770066
687,BLITZ NETWORK SA,CLUJ,Cluj Napoca,31138322
688,BOCHIS & GAVRA S.C.A,CLUJ,Cluj Napoca,
755,EMERSON,CLUJ,Cluj Napoca,18284762
756,EMS FHP SYSTEMS SRL,CLUJ,Turda,27738850
757,ENDAVA ROMANIA SRL,CLUJ,Cluj Napoca,9533457
760,ENSYRO SRL,CLUJ,Cluj Napoca,16948082
761,EST COMPANY ROM IMPEX SRL,CLUJ,Cluj Napoca,7637516
762,EURO FLEET TRANSPORTS,CLUJ,Gilau,29357401
763,EURO GSM IMPEX SR,CLUJ,Cluj-Napoca,14266933
764,EUROPA BUSINESS CENTER,CLUJ,Cluj Napoca,19746606
742,DRB INSOLVENCYSPRL,CLUJ,Cluj Napoca,
744,EAST CARGOLOG SRL,CLUJ,Cluj Napoca,38601610
746,ECKERLE AUTOMOTIVE SRL,CLUJ,Cluj Napoca,15154407
747,ECO LUNA AGRAR SRL,CLUJ,Turda,36539619
750,EGIS ROMPHARMA SRL,CLUJ,Cluj Napoca,19009329
751,ELECTROGLOBAL,CLUJ,Cluj Napoca,16571917
753,ELITE GRUP,CLUJ,Cluj Napoca,18399991
754,ELMAT SA,CLUJ,Cluj-Napoca,4835284
731,CYEB SRL,CLUJ,Cluj Napoca,
732,D&M CONSTRUCT,CLUJ,Gilau,
734,DACIA SERVICE CLUJ FELEAC SA,CLUJ,Cluj Napoca,4636303
735,DANADVICE SRL,CLUJ,Cluj-Napoca,23568876
736,DANCA INTERNATIONAL SRL,CLUJ,Mihai Viteazu,14004614
738,DELONGHI ROMANIA,CLUJ,Juc Herghelie,
739,DELTAMED SRL,CLUJ,Gilau,9434372
741,DORALEX,CLUJ,Cluj Napoca,
721,COSM FAN CARMANGERIE SRL,CLUJ,Sannicoara,
722,COSMETIC PLANT PRODCOM SRL,CLUJ,Cluj Napoca,211369
723,CPL CONCORDIA,CLUJ,Cluj Napoca,
724,CRAFTING SOFTWARE INNOVATION,CLUJ,Cluj Napoca,35134935
725,CRAMA VATRA ROSIE,CLUJ,Fizesul Gherlei,42274451
726,CSA AVICOLA PROD SRL,CLUJ,Mihai Viteazu,32871568
727,CSATARI PLAST SRL,CLUJ,Cluj Napoca,22419779
730,CYANE SRL,CLUJ,Cluj Napoca,18081482
794,GARMIN CLUJ SRL,CLUJ,Cluj Napoca,18850101
795,GCB CONS & FIN SRL,CLUJ,Valea Draganului,34280240
796,GD MASINI DE RIDICAT SRL,CLUJ,Cluj Napoca,17834639
798,GELLA INVEST SRL,CLUJ,Cluj-Napoca,20685049
800,GENETIC CENTER ROMANIA,CLUJ,Cluj Napoca,
801,GEOMANT SRL,CLUJ,Cluj Napoca,27738876
802,GN MURES AGRAR SRL,CLUJ,Campia Turzii,
