id_firma,firma,judet,localitate,cui
1919,MULTIBET TRANSILVANIA SRL,MURES,Cristesti,31838822
1927,MURES SRL,MURES,Targu Mures,
1928,MURESEXPEDITII TRANS SRL,MURES,Targu Mures,29329134
1929,MURI BENZ OIL SRL,MURES,Cristesti,8575268
1930,MURICOM SRL,MURES,Targu Mures,1196607
2109,SCHUSTER ECOSAL SRL,MURES,Sighisoara,10314515
2117,SELECT CAZINO SRL,MURES,Targu Mures,24151159
2120,SEPIMOB MURES SRL,MURES,Bogata,39664578
2122,SERVICE ECHIPAMENTE INDUSTRIALE SRL,MURES,Tarnaveni,42779977
2123,SERVICE PP GUARD SRL,MURES,Targu Mures,31350502
2125,SIAS CLOTHING IND SRL,MURES,Targu Mures,12888930
2132,SMART DELIVERY SERVICES SRL,MURES,Targu Mures,46968669
2090,ROXCOM SRL,MURES,Tarnaveni,17693220
2091,ROYAL AUTOMOBILE MURES SRL,MURES,Sancraiu De Mures,42524825
2095,RS DIAGNOSTICS SRL,MURES,Targu Mures,35236919
2102,SALMO IMPEX SRL,MURES,Campu Cetatii,2849089
2107,SAPORE DI BOSCO SRL,MURES,Corunca,30638761
2060,REHABCARE SRL,MURES,Livezeni,37887077
2070,RICHIGER SRL,MURES,Apold,
2074,ROB CONSTRUCT SRL,MURES,Valea Larga,
2076,ROBOTIC MANAGEMENT SRL,MURES,Targu Mures,43836710
2077,RODISER EXPRES SRL,MURES,Targu Mures,30203805
2081,ROMETAL DIANIS SRL,MURES,Ludus,
2084,ROMMETAL ENGINEERING SRL,MURES,Livezeni,35273550
2022,PRO EX 2005 SRL,MURES,Targu Mures,18203784
2026,PROD COM ELECTRIC SRL,MURES,Sangeorgiu De Mures,25031509
2027,PRODCARMI SRL,MURES,Targu Mures,1205578
2029,PROFESIONAL ROM GUARD SECURITY SRL,MURES,Targu Mures,42208245
2041,PROMOBDECOR SRL,MURES,Nazna,13152825
2043,PROTELCON SRL,MURES,Reghin,8555767
2049,RADAN SERV SRL,MURES,Hodac,3934212
2051,RAMADEL COM SRL,MURES,Cucerdea,4564703
2481,PERFECT ELMA DISTRIBUTION SRL,VRANCEA,Focsani,32266974
2482,PINIMOB EXPRES SRL,VRANCEA,Focsani,43892795
2484,PREMIUM PORC FEED SRL,VRANCEA,Golesti,
2486,PROGRES DISTRIBUTIE SRL,VRANCEA,Focsani,11885854
2487,SCORPION EXIM SRL,VRANCEA,Focsani,2846864
2488,SIMIZ FASHION SRL,VRANCEA,Focsani,33424193
21,BARRIER SRL,BACAU,Bacau,32169190
2471,ECO X SA,VRANCEA,Petresti,19159024
2472,EDILDANCONSTRUCT SRL,VRANCEA,Odobesti,
2473,ELECTRIC SRL,VRANCEA,Focsani,
2474,G.M.CONSTRUZIONI SRL,VRANCEA,Odobesti,
2475,GRIFON SEREX SRL,VRANCEA,Odobesti,
2476,KRISTAL REAL ESTATE SRL,VRANCEA,Odobesti,
2478,P.I.F & L.M.S COMPANY SRL,VRANCEA,Focsani,
2479,PACO PROD SERV SRL,VRANCEA,Odobesti,
2460,BECIUL DOMNESC GRUP SA,VRANCEA,Focsani,27770826
2461,BECIUL DOMNESC SA,VRANCEA,Focsani,1446711
2463,COMPANIA DE UTILITATI PUBLICE SA,VRANCEA,Focsani,1443170
