id_firma,firma,judet,localitate,cui
113,ELECTRO ALFA SERVICII INGINERIE SRL,BOTOSANI,Botosani,40626268
116,FIVE CONTINENTS GROUP SRL,BOTOSANI,Rachiti,16351776
118,GAFCO CONSTRUCT SRL,BOTOSANI,Lozna,21731712
189,TITAN EDILITARA SRL,BRAILA,Braila,11605016
190,XIMENA DISTRIBUTIE SRL,BRAILA,Braila,17553897
191,23 COMMUNICATIONS IDEAS,BUCURESTI,Sector 2,19213590
192,2B INTELLIGENT SOFT SA,BUCURESTI,Sector 1,16558004
193,A B INVESTITII SI CONSTRUCTII SRL,BUCURESTI,Sector 1,7053681
194,ABB POWER GRIDS,BUCURESTI,Sector 2,
195,ABB ROMANIA,BUCURESTI,Sector 2,
198,AFCON ELECTRA ROMANIA SA,BUCURESTI,Sector 5,
180,ROBMERY TRANS SRL,BRAILA,Tufesti,33294352
181,ROMNAV SA,BRAILA,Braila,2251084
182,ROMWAY ENGINEERING CONSTRUCTION SRL,BRAILA,Braila,
183,SANDOMAR PAN SRL,BRAILA,Lacu Sarat,16565524
184,SERV CLASS SRL,BRAILA,Braila,
185,SURVCONTROL AGRO SRL,BRAILA,Insuratei,
186,SYLY COM SRL,BRAILA,Lacu Sarat,5217087
187,TEHNICAL DENT SRL,BRAILA,Braila,11758273
169,GLORIOUS LIGHTING SRL,BRAILA,Braila,37228866
170,HERCULES SA,BRAILA,Braila,2265292
171,IRMEX SA,BRAILA,Braila,2267978
172,KAZUG SRL,BRAILA,Braila,21381153
174,LOCKET BUCURESTI SRL,BRAILA,Braila,34705715
175,LOCKET TRADING SRL,BRAILA,Braila,5512842
176,MANAGEMENT OBJECTIVES SA,BRAILA,Braila,
177,MICATIS PROD SRL,BRAILA,Braila,10332082
158,CHIMAGRI SRL,BRAILA,Chiscani,12595352
159,COMISION TRADE SRL,BRAILA,Braila,5443785
160,COMPANIA DE UTILITATI PUBLICE DUNAREA BRAILA SA,BRAILA,Braila,7179966
162,DANIOFAN IMPEX SRL,BRAILA,Braila,9008296
163,ELDOMIR SRL,BRAILA,Tufesti,32548363
165,EURO BUILDING SRL,BRAILA,Braila,14590505
166,EZEAN GRAIN SRL,BRAILA,Braila,27818053
167,FLIP TECHNOLOGIES SRL,BRAILA,Braila,41451393
250,CONARG AG,BUCURESTI,Sector 1,
251,CONCELEX SRL,BUCURESTI,Sector 1,6544184
252,CONSOLIGHT COM SRL,BUCURESTI,Sector 2,8984971
253,CONSULTA 99 SPRL,BUCURESTI,Sector 2,
254,CONTI GRUP SRL,BUCURESTI,Sector 1,13502971
255,CONVERSION MARKETING SRL,BUCURESTI,Sector 1,18350386
256,CORPORATE OFFICE SOLUTIONS,BUCURESTI,Sector 1,10148013
257,CORTEVA AGRISCIENCE,BUCURESTI,Sector 1,
236,BP PUBLISHING MEDIA,BUCURESTI,Sector 5,29947526
237,BRAIN 4 STRATEGY SRL,BUCURESTI,Sector 1,31037166
238,BRAINSPOTTING,BUCURESTI,Sector 1,14217477
241,BRD GROUPE SOCIETE GENERALE,BUCURESTI,Sector 1,361579
243,CD MEDIA SOCIETAS EUROPAEA OF TRADING AND SALE OF SOFTWARE AND MULTIMEDIA OPTICAL SYSTEMS SE,BUCURESTI,Sectorul 3,
245,CEC BANK,BUCURESTI,Sector 3,361897
247,COLLIERS ROMANIA,BUCURESTI,Sector 1,
