id_firma,firma,judet,localitate,cui
2492,UVERTURA COM SRL,VRANCEA,Focsani,6704005
2388,MIND GAMES SRL,SUCEAVA,Falticeni,32311331
2390,OLINT COM SRL,SUCEAVA,Radauti,7918740
2392,PHARMAPLUS SRL,SUCEAVA,Falticeni,14924168
2398,RADBURG SOFT SRL,SUCEAVA,Marginea,24810128
2399,RAITAR SRL,SUCEAVA,Sasca Noua,774583
2400,RARAUL SA,SUCEAVA,Campulung Moldovenesc,730137
2401,REVLACO MOTORS SRL,SUCEAVA,Scheia,15380374
2375,INTER CONTI COM SRL,SUCEAVA,Suceava,5526120
2377,KALMAN DISTRIBUTION SRL,SUCEAVA,Radauti,9930937
2379,LA CIMP COM SRL,SUCEAVA,Cajvana,
2380,LIDER SERVICII SRL,SUCEAVA,Suceava,23031090
2383,LUMY TOOLS TRANS SRL,SUCEAVA,Bulai,13969544
2384,MAR MOB SRL,SUCEAVA,Marginea,
2385,MARELBO PROD COM SRL,SUCEAVA,Bivolaria,
2387,MARTISORUL COM SRL,SUCEAVA,Partestii De Sus,5250733
2358,DAREX AUTO SRL,SUCEAVA,Scheia,14462140
2360,DENIS SHOES SRL,SUCEAVA,Suceava,18044107
2362,ECUATOR SRL,SUCEAVA,Ipotesti,2560861
2363,EGGER ROMANIA SRL,SUCEAVA,Radauti,
2364,EGGER TECHNOLOGIA SRL,SUCEAVA,Radauti,
2368,EUROSPEED SRL,SUCEAVA,Scheia,13069275
2372,GLOBAL DESIGN SRL,SUCEAVA,Scheia,
2373,GLOBAL GRAIN LOGISTICS SRL,SUCEAVA,Suceava,45814165
2348,ARAISA GROUP SRL,SUCEAVA,Scheia,21730059
2349,ASSIST SOFTWARE SRL,SUCEAVA,Suceava,2693736
2350,AUTOSERVICE SRL,SUCEAVA,Radauti,
2351,BIOENERGY SUCEAVA SA,SUCEAVA,Suceava,
2352,BIOMEDICA SRL,SUCEAVA,Suceava,14941037
2354,CARPATHIAN SPRINGS SA,SUCEAVA,Vatra Dornei,13290801
2356,COLOANA PRODCOM SRL,SUCEAVA,Vatra Dornei,6339007
2357,CON BUCOVINA SA,SUCEAVA,Suceava,712912
339,MEDIA INVESTMENT,BUCURESTI,Sector 1,34130234
341,MEDIHELP ROMANIA,BUCURESTI,Sector 1,
343,MERCEDES BENZ ROMANIA,BUCURESTI,Sector 1,18927698
350,ONE UNITED PROPERTIES SA,BUCURESTI,Sector 1,22767862
351,OPAL TECHNOLOGIES SRL,BUCURESTI,Sector 1,38932370
354,OPTIM PROJECT MANAGEMENT,BUCURESTI,Sector 1,25797949
355,OPTIMUM MEDIA DIRECTION PLAN & BUY,BUCURESTI,Sector 1,23419122
327,LUKOIL ROMANIA SRL,BUCURESTI,Sector 1,10547022
330,M CAR TRADING SRL,BUCURESTI,Sector 1,
331,MAIRA MONTAJ SRL,BUCURESTI,Sector 1,6661834
332,MANPOWER ROMANIA SRL,BUCURESTI,Sector 5,15327494
333,MAPEI ROMANIA,BUCURESTI,Sector 5,18939374
334,MCCANN PROFESIONAL COMMUNICATION,BUCURESTI,Sector 1,16603741
336,MED SERV UNITED SRL,BUCURESTI,Sector 4,7005439
318,KPMG RESTRUCTURING SPRL,BUCURESTI,Sector 1,
319,KUBIS INTERACTIVE,BUCURESTI,Sector 2,24083160
320,KWS SEMINTE SRL,BUCURESTI,Sector 1,15061715
321,LEROY MERLIN,BUCURESTI,Sector 1,
