id_firma,firma,judet,localitate,cui
558,TCE AGROSUIND SRL,BUCURESTI,Sector 1,18180117
559,TCHIBO BRANDS,BUCURESTI,Sector 1,14147924
560,TEAMNET INTERNATIONAL,BUCURESTI,Sector 6,13904073
561,TECHNOELECTRIC SRL,BUCURESTI,Sector 2,6149258
562,TECHTEX SRL,BUCURESTI,,16939467
563,TECHVENTURES BANK,BUCURESTI,Sector 1,25263452
565,TEHNIC GROUP SAB T.G.S. SRL,BUCURESTI,Sector 4,14793771
540,SPP ROMANIA,BUCURESTI,Sector 6,
542,STARKEY LABORATORIES,BUCURESTI,Sector 2,18059620
543,STEELMET ROMANIA,BUCURESTI,Sector 3,12750898
544,STRABAG SRL,BUCURESTI,Sector 5,6891914
545,STRATUM ENERGY ROMANIA LLC,BUCURESTI,Sector 1,
547,STUDIO 10M ZERVA CROITORU MEDVEDOVICI ARHITECTI ASOCIATI SRL,BUCURESTI,Sector 1,1555530
550,SVN ROMANIA COMMERCIAL REAL ESTATE,BUCURESTI,Sector 1,
551,SYNERGY CONSTRUCT,BUCURESTI,Sector 2,13886414
615,VALOR SPRL,BUCURESTI,Sector 1,
617,VALTEC PREMIUM LUBRICANTS SRL,BUCURESTI,Sector 1,10077508
619,VAUBAN ROMANIA,BUCURESTI,Sector 3,
621,VEGA 2000 SA,BUCURESTI,Sector 4,13678847
623,VERBUND WIND POWER ROMANIA SRL,BUCURESTI,Sector 2,23920351
624,VERICOM 2001,BUCURESTI,Sector 3,13869430
626,VESTAS CEU ROMANIA,BUCURESTI,Sector 1,23012802
627,VESTEL ELECTRONICA SRL,BUCURESTI,Sector 1,16558497
605,UNITY GROUP,BUCURESTI,Sector 1,
606,UNIVERSAL SOLUTION SRL,BUCURESTI,Sector 2,18530174
607,UNIVERSAL TRANSPORT SPEDITION,BUCURESTI,Sector 2,
610,UPSWING,BUCURESTI,Sector 2,
611,UTI GRUP SA,BUCURESTI,Sector 2,12695122
612,UZINSIDER GENERAL CONTRACTOR,BUCURESTI,Sector 3,10688099
613,V+O COMMUNICATION ROMANIA,BUCURESTI,Sector 1,
614,VALDOMEDICA TRADING SRL,BUCURESTI,Sector 6,23100700
597,TU AGRAR FARM SRL,BUCURESTI,Sector 6,
598,UIPATH SRL,BUCURESTI,Sector 1,34737997
599,UNGER STEEL BUILDINGS SRL,BUCURESTI,Sector 6,26302223
600,UNICREDIT BANK,BUCURESTI,Sector 1,
601,UNIFARM SA,BUCURESTI,Sector 1,
602,UNIQUA ASIGURARI,BUCURESTI,Sector 1,
603,UNITED MARKETING PARTNER,BUCURESTI,Sector 5,
604,UNITED MEDIA SERVICES,BUCURESTI,Sector 1,18286690
586,TOTAL PR BUSINESS,BUCURESTI,Sector 1,22568371
587,TOYOTA MATERIAL HANDLING ROMANIA,BUCURESTI,Sector 4,8853097
588,TPA ROMANIA,BUCURESTI,Sector 1,
589,TRADEVILLE,BUCURESTI,Sector 3,8694021
590,TRANS AGROPRODUCT SRL,BUCURESTI,Sector 3,18085719
591,TRANSELECTRICA SA,BUCURESTI,Sector 1,
594,TRIDENT PHARMA SRL,BUCURESTI,Sector 1,25052510
596,TRUSTUL DE CLADIRI METROPOLITANE,BUCURESTI,Sector 3,37992692
666,AGRESSIONE GROUP SA,CLUJ,Cluj Napoca,9343479
667,AGRILEX W & D SRL,CLUJ,Cluj-Napoca,29937018
668,AGRO COSM FAN SRL,CLUJ,Sannicoara,17729536
