id_firma,firma,judet,localitate,cui
946,ROMSERG EXIM SRL,CLUJ,Floresti,14159295
947,RONDOCARTON SRL,CLUJ,Sannicoara,10208549
948,ROSICO IMPEX SRL,CLUJ,Cluj-Napoca,9967561
949,ROTARY CLUB CLUJ-NAPOCA,CLUJ,Cluj Napoca,
921,PRO NUTRITION IMPEX SRL,CLUJ,Dej,12420890
922,PRO TOOLS EXPERT,CLUJ,Cluj-Napoca,
926,PROMPT URG,CLUJ,Cluj Napoca,16491486
928,PUNCTUAL COMIMPEX SRL,CLUJ,Cluj-Napoca,4815309
929,PURMO GROUP ROMANIA,CLUJ,Juc Herghelie,15236671
932,RADIOTHERAPY CENTER CLUJ,CLUJ,Floresti,
933,RDCONS INVEST SRL,CLUJ,Cluj Napoca,22176874
939,REMS REAL ESTATE,CLUJ,Cluj Napoca,
908,PAD INVEST SRL,CLUJ,Cluj Napoca,32990429
909,PANEMAR MORARIT SI PANIFICATIE SRL,CLUJ,Cluj-Napoca,4844886
913,PITAS INVESTMENTS SRL,CLUJ,Cluj Napoca,21102097
914,PIZZAROTTI SA,CLUJ,Cluj Napoca,
916,POLUS RESIDENCE SRL,CLUJ,Cluj Napoca,34562771
917,POPA M CONSULTING,CLUJ,Cluj Napoca,215557
920,PREMIERE M,CLUJ,Cluj Napoca,14964561
993,TELENAV SOFTWARE SRL,CLUJ,Cluj Napoca,24692480
994,TELLUS INVEST SRL,CLUJ,Cluj Napoca,21663251
995,TERAPIA SA,CLUJ,Cluj Napoca,199036
996,TERAPIA SUN PHARMA,CLUJ,Cluj Napoca,
997,TERAX SRL,CLUJ,Cluj Napoca,16265896
1000,TERRA STRUCTURES,CLUJ,Cluj Napoca,18263913
1001,THOMSONS ONLINE BENEFITS SRL,CLUJ,Cluj Napoca,
1002,TIGER SOMES IMPEX SA,CLUJ,Dej,245817
984,SYKES ENTERPRISES EASTERN EUROPE,CLUJ,Cluj Napoca,
985,T S I. RO SRL,CLUJ,Cluj Napoca,
986,TAKE OF LABS SRL,CLUJ,Cluj Napoca,28635968
987,TARGET E NEARSHORING SRL,CLUJ,Cluj Napoca,
988,TCI CONTRACTOR GENERAL,CLUJ,Cluj Napoca,199141
989,TEC SOFTWARE SOLUTION,CLUJ,Cluj Napoca,32971419
991,TEHNOAGRO SRL,CLUJ,Câmpia Turzii,10847437
992,TEHNOFAVORIT SA,CLUJ,Bontida,7247289
972,SOLARIS REAL ESTATE,CLUJ,Cluj Napoca,
974,SOMEG GHERLA SA,CLUJ,Gherla,202131
975,SOMESUL CALD PRODUCTIE SRL,CLUJ,Floresti,5773414
977,SOPHIA BUSINESS CAPITAL SRL,CLUJ,Cluj Napoca,32137422
979,STEELCASE SRL,CLUJ,Cluj Napoca,29181916
980,STORM LOGISTIC SRL,CLUJ,Gherla,27681974
982,SUCIU ANR SRL,CLUJ,Berchiesu,21035150
983,SUNIMPROF ROTTAPRINT SRL,CLUJ,Apahida,7096283
962,SEKO SIETA SRL,CLUJ,Cluj Napoca,18528115
964,SERVELECT SRL,CLUJ,Cluj Napoca,17481529
965,SERVUS CLUJ (CLEVER MEDIA),CLUJ,Cluj Napoca,
967,SKIPTRANS SRL,CLUJ,Cluj Napoca,21756040
968,SMALL FOOTPRINT SRL,CLUJ,Cluj Napoca,
969,SOFTECH SRL,CLUJ,Cluj Napoca,11358358
970,SOFTINGROM SRL,CLUJ,Cluj Napoca,17273854
