id_firma,firma,judet,localitate,cui
803,GOODWILL CONSULTING GWC SRL,CLUJ,Cluj Napoca,23580128
785,FORTECH BUSINESS DEVELOPMENT SRL,CLUJ,Cluj Napoca,41037970
786,FORTECH SRL,CLUJ,Cluj-Napoca,
787,FRANKISCHE ROMANIA SRL,CLUJ,Badeni,33770766
788,FUJIKURA,CLUJ,Cluj Napoca,
789,FUJIKURA AUTOMOTIVE,CLUJ,Cluj Napoca,
790,FUNDATIA TRANSILVANIA LEADERS,CLUJ,Cluj Napoca,
791,G 5 CONSULTING,CLUJ,Cluj Napoca,14650690
793,GAMEMINE SRL,CLUJ,Cluj Napoca,38046226
776,FDAAM CLUJ NAPOCA,CLUJ,Cluj Napoca,
778,FELINVEST SA,CLUJ,Cluj Napoca,199109
779,FENDER CABLES SRL,CLUJ,Cluj Napoca,
780,FERROSAN SRL,CLUJ,Cluj Napoca,
781,FILOFI SI TRANDAFIR ARHITECTURA,CLUJ,Cluj Napoca,
782,FINDER ECHIPAMENTE SRL,CLUJ,Turda,17113233
783,FIRST TECHNOLOGY SRL,CLUJ,Cluj Napoca,16841182
784,FLOR APARTMENTS,CLUJ,Floresti,27276157
767,EVEREST PRODSERV SRL,CLUJ,Cluj Napoca,6654594
769,EVW HOLDING,CLUJ,Gilau,
770,EXPLOITDANEASA SRL,CLUJ,Cluj Napoca,31957858
771,EXTRACTE NATURALE NATEX SRL,CLUJ,Luna De Sus,213629
772,EY ROMANIA (CLUJ-NAPOCA),CLUJ,Cluj Napoca,
773,FANUC,CLUJ,Floresti,14329586
774,FARMEC SA,CLUJ,Cluj Napoca,199150
775,FBD SUPPLY SOLUTIONS SRL,CLUJ,Cluj Napoca,37835680
845,KPMG ROMANIA,CLUJ,Cluj Napoca,
848,LECOM BIROTICA ARDEAL SRL,CLUJ,Cluj Napoca,11040604
849,LEGOFRUCT EXPERT SRL,CLUJ,Cluj Napoca,34858719
850,LEIER ROM SRL,CLUJ,Cluj Napoca,16615290
853,LOGISTIC E VAN WIJK SRL,CLUJ,Sannicoara,6654810
854,LOGITRUST IMPACT SRL,CLUJ,Cluj Napoca,31015826
855,LUXOR RESIDENCE SRL,CLUJ,Floresti,27010910
856,LV AGRO PRODEXIM SRL,CLUJ,Cluj-Napoca,23663878
831,INSTAL EXPERT SRL,CLUJ,Cluj Napoca,
832,INTER CARS ROMANIA SRL,CLUJ,Cluj Napoca,24195562
834,INVEST SERVICII COMERCIALE SRL,CLUJ,Dej,226742
835,IQUEST TECHNOLOGIES,CLUJ,Cluj Napoca,
837,KADRA TECH SRL,CLUJ,Cluj Napoca,17696129
840,KINETOTEAM,CLUJ,Cluj Napoca,29600704
842,KNOX GROUP SRL,CLUJ,Cluj Napoca,7096380
843,KONCEPT ADVERTISING SRL,CLUJ,Cluj Napoca,24193170
818,HIGH TECH TECNOSKY SRL,CLUJ,Gilau,21706670
819,HIPERDIA CLUJ,CLUJ,Cluj Napoca,
821,HOUDAM SRL,CLUJ,Cluj-Napoca,17662258
822,HUNNEBECK ROMANIA SRL,CLUJ,Capusu Mare,14557690
826,IMCOP SRL,CLUJ,Cluj Napoca,205499
827,IMM HYDRO EST SRL,CLUJ,Catcau,17008297
829,IMPRO SRL,CLUJ,Juc Herghelie,
830,IMSAT SERVICE CLUJ SA,CLUJ,Cluj Napoca,5178727
805,GRAN ROM SRL,CLUJ,Turda,13180736
