id_firma,firma,judet,localitate,cui
971,SOFTVISION SRL,CLUJ,Cluj Napoca,
1034,VIALIN INVEST,CLUJ,Floresti,10823098
1035,VIBRACOUSTIC ROMANIA SRL,CLUJ,Dej,18245666
1036,VITACOM ELECTRONICS SRL,CLUJ,Cluj Napoca,214527
1037,VITI & SCOPE SRL,CLUJ,Cluj-Napoca,38607825
1039,VLG RO SRL,CLUJ,Martinesti,12940442
1040,VOLVO TRUCKS ROMANIA,CLUJ,Gilau,
1043,WINCON SRL,CLUJ,Cluj-Napoca,21027815
1044,WIND ENERGY SERVICE EAST EUROPE SRL,CLUJ,Cluj Napoca,
1024,UNIVERSITATEA DE ARTA SI DESIGN,CLUJ,Cluj Napoca,
1025,UP VISION SRL,CLUJ,Cluj Napoca,
1026,URCARN SRL,CLUJ,Campia Turzii,17475683
1027,USAMV CLUJ,CLUJ,Cluj Napoca,
1028,UTILBEN SRL,CLUJ,Cluj Napoca,
1029,VDM INVEST,CLUJ,Cluj Napoca,30175853
1030,VENUS IMPEX SRL,CLUJ,Cluj Napoca,212704
1033,VERUM INSOLVENCYSPRL,CLUJ,Cluj Napoca,
1012,TRANSINVEST SRL,CLUJ,Cluj Napoca,10823101
1013,TRANSYLVANIAN WELLNESS PRODUCTS SRL,CLUJ,Gheorgheni,33572033
1017,UBB,CLUJ,Cluj Napoca,
1019,UNDOI ADVERTISING,CLUJ,Cluj Napoca,
1020,UNIQA RAIFFEISEN SOFTWARE SERVICE,CLUJ,Cluj Napoca,
1021,UNIV. DE MEDICINA SI FARMACIE ”IULIU HATIEGANU”,CLUJ,Cluj Napoca,
1022,UNIV. DE STIINTE AGRICOLE SI MEDICINA VETERINARA,CLUJ,Cluj Napoca,
1023,UNIVERSITATEA BABES BOLYAI,CLUJ,Cluj Napoca,
1003,TIRRENA SCAVI SPA,CLUJ,Sannicoara,
1004,TOP MARKET COMIMPEX SRL,CLUJ,Cluj-Napoca,4289352
1005,TORA TRADING,CLUJ,Cluj Napoca,
1006,TOTAL QUALITY CONS SRL,CLUJ,Cluj Napoca,6882371
1007,TRANS SESE SRL,CLUJ,Cluj Napoca,22116694
1008,TRANSART SRL,CLUJ,Cluj Napoca,205529
1009,TRANSCARPATICA SA,CLUJ,Cluj Napoca,8231230
1010,TRANSFEROVIAR GRUP SA,CLUJ,Cluj-Napoca,15633191
1082,CHORUS RESEARCH ENGINEERING DISTRIBUTION SRL,GALATI,Galati,13808750
1086,CLM TRANS SRL,GALATI,Galati,23862943
1088,COMP. DE NAVIGATIE FLUVIALA ROMANA NAVROM SA,GALATI,Galati,1639097
1089,CRIOMEC SA,GALATI,Galati,5668427
1095,DYNAMIC SELLING GROUP SA,GALATI,Galati,16738587
1096,ECO METAL RECYCLING SRL,GALATI,Galati,26538870
1097,EUXIN SRL,GALATI,Galati,9927150
1073,BABY STAR COM IMPEX SRL,GALATI,Galati,3814038
1074,BAUROM CONSTRUCT SRL,GALATI,Galati,
1075,BELOR ROMANIA SA,GALATI,Galati,
1076,BENZENPEC IMPORT EXPORT SRL,GALATI,Galati,12541328
1077,BRIALBET SRL,GALATI,Draganesti,24973664
1079,CARUL CU BERE 95 SRL,GALATI,Galati,11354240
1080,CENTRICO SELIR SRL,GALATI,Galati,7436636
1081,CHESCA SPEDITION SRL,GALATI,Galati,35468749
1062,AGROMYSMONI SRL,GALATI,Pechea,32849951
1065,AMMA DANUBE TRADE SRL,GALATI,Galati,46249647
